,Unnamed: 0,gender,age,emotion,base,rewriting
2042,2042,Male,18-39,All emotions,Do you feel better or worse after having taken this protocol?,"Thank you for confirming that you have taken this protocol, I hope it was a positive experience for you. May I ask if you are now feeling better or worse than before you started the protocol?"
2048,2048,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),"I am really glad this protocol has made you feel better. Do you think it would be helpful if you were to attempt another protocol? If so, would you like to try another one now?"
2050,2050,Female,18-39,All emotions,Would you like to attempt another protocol? (Patient feels better),"I'm so glad you're feeling better, I think this is great! Would you like to try another protocol?"
2051,2051,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),"Very good. As you have implied you are feeling in a better mood, would you like to proceed with another protocol?"
2052,2052,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),I am glad that it has helped. Do you think you might like to do another protocol?
2053,2053,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),"That's great, I'm glad it's helped. Would you like to try another protocol?"
2055,2055,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels better),"Great, this is a step in the right direction. I think it would be a good Idea to try another protocol, what do you think?"
2062,2062,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels better),"Great, happy to hear that! Do you want to try another protocol?"
2069,2069,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),I'm really glad you feel better. Maybe you're ready to try another protocol?
2072,2072,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),I'm so glad you found this helpful and you are feeling a little better having done so. Do you think you would also benefit from another protocol?
2074,2074,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),I'm glad the protocol has helped you. Would you like to try another protocol?
2078,2078,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),"Very good. As you know, there are more protocols on the list, do you think you might like to try another and see how that goes?"
2080,2080,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),I'm glad that you found it useful. Would you like to try another protocol?
2082,2082,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels better),"Very well, I'm glad it is working. Shall we try another?"
2087,2087,Female,18-39,All emotions,Would you like to attempt another protocol? (Patient feels better),I'm glad that you're feeling better after the last protocol. Would you like to attempt another?
2089,2089,Female,18-39,All emotions,Would you like to attempt another protocol? (Patient feels better),"Oh, I am really glad to hear it! Would you like to try another protocol now?"
2090,2090,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels better),Glad to hear that. Would you still like to try another protocol?
2095,2095,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"Ok, thats unfortunate, I apologise. There are many different protocols to choose from, so would you like to attempt another protocol?"
2096,2096,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),I'm very sorry to hear that. Would you like to give another protocol a try?
2098,2098,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"I am sorry this has not made you feel better, somtimes it may be necessary to try different protocols before feeling better. Would you like to attempt another one which hopefully will be much more helpful to you?"
2099,2099,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"I'm sorry to hear that. There are other protocols we could try, if you would like to attempt another?"
2100,2100,Female,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),I'm sorry you are feeling worse. Maybe we should sit down together and try another protocol that might be more beneficial to you?
2101,2101,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"That's not good, but we can still fix it. As you have suggested you are not feeling any better after that protocol, would you like to try a different one and see how that goes?"
2104,2104,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),I'm very sorry to hear that. Would you be up to attempting another protocol?
2105,2105,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"Don't worry if you're feeling worse, that can happen but we can still fix it. Shall we try a different protocol and see how you feel after that?"
2108,2108,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"Sorry to hear it, well done for getting through it. If you would like to try another protocol to see if this suits you better, there are other options for you."
2110,2110,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"I'm sorry it wasn't a good fit right now, we might have to try a few ideas before we find our way. Are you ready to try another now?"
2111,2111,Female,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"I am sorry to hear that you feel worse. Do you feel like attempting another protocol, perhaps?"
2112,2112,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),I'm sorry to hear that. Do you want to try a different protocol to see if it works better?
2113,2113,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"That is not ideal, but please do not give up, it is normal that some protocols can stir up some negative feelings sometimes. Would you like to attempt another protocol at this time?"
2116,2116,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"That's completely normal to feel this way, you are not on your own with this. Would you like to try a different protocol to see if it makes you feel any better?"
2120,2120,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"That is perfectly normal, although of course I wish it had been a more positive experience for you. How about we try one more?"
2122,2122,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"I'm sorry this exercise has made you feel worse, sometimes a different approach works better for different people. Is there another protocol you would be willing to try?"
2125,2125,Female,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"That's ok, not everyone feels better after the first one. How about we try another one and see how we get on with that one?"
2126,2126,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),I am sorry to hear you feel that way. Would you like to try another protocol?
2127,2127,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"Maybe we need to look deeper into your situation. We could work through some other protocol, if you like."
2129,2129,Female,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),Sorry to hear you are feeling worse. Would you like to continue and do another protocol?
2131,2131,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"I'm sorry that made you feel worse. Do you feel ready to try a different protocol, which might work better for you?"
2133,2133,Female,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"Oh, that's not good. Do you think we could try again, perhaps with a completely different protocol?"
2136,2136,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),I am sorry to hear this session wasn't helpful. Would you like to attempt another protocol?
2138,2138,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"I see, I am sorry to hear that. Do you feel like a different protocol might help?"
2139,2139,Female,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"I am really sorry to hear that. I could suggest another protocol that could help, if you like."
2141,2141,Male,40-69,All emotions,Would you like to attempt another protocol? (Patient feels worse),"It's a shame that one didn't work for you, but we will find a protocol that does work. There are other protocols that might work better for you, do you want to try one?"
2142,2142,Male,18-39,All emotions,Would you like to attempt another protocol? (Patient feels worse),"Oh, I am very sorry to hear it, sometimes going through a protocol can bring back uncomfortable memories and I understand it can be tough. Would you like to try again with a different protocol?"
