,gender,age,emotion,base,rewriting,semantic,empathy
180,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试过协议 11，如果是，是否让您感觉更糟？,3,0
181,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢，我很感激。我将尝试通过问你更多问题来深入了解这个问题。,4,2
182,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否发现别人经常为你周围的错误负责？,7,0
183,男性,18-39,悲伤,您觉得您在试图控制某人吗？,如果你想一想，你现在想要控制你生活中的某个人的力量吗？,8,1
184,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,现在你已经尝试了这个协议并走到了尽头，你对你的情况感觉更好还是更糟？,18,1
185,男性,18-39,焦虑,这是由特别事件引起的吗？,我明白焦虑的感觉是可怕的。有什么特别让你有这种感觉的吗？,0,1
186,女性,18-39,愤怒,您是否对某人有强烈的感受或表达以下任何情绪：,在您的生活中，您是否有可能对他人感受到或表现出以下任何强烈情绪：,5,1
187,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否认为，也许，你没有对自己的感受承担全部责任，这导致你对他人进行猛烈抨击？,7,2
188,男性,18-39,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否觉得你现在的感受不应该归咎于你，而某人或某事是原因？,7,1
189,女性,40-69,焦虑,您觉得您在试图控制某人吗？,有时我们希望我们可以 24/7 全天候为某人服务，但这也可能变成控制行为。您是否认为您可能对某人表现出控制性行为，或试图接管他们生活的某些方面？,8,2
190,女性,40-69,愤怒,您认为您应该成为别人的救星吗？,如果我问，在这种情况下，您是否觉得自己是在努力拯救或拯救其他人？,6,1
191,男性,40-69,悲伤,这是由特别事件引起的吗？,有什么特别让你有这种感觉的吗？,0,0
192,女性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,有时我们会向他人反映嫉妒、贪婪、嫉妒、仇恨或恶意的感觉，过去的不信任会导致报复的想法，但请放心，所有这些情绪都是完全正常的。你认为你可能会感受到以下任何一种情绪：,5,2
193,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的还是很久以前发生的？,1,0
194,女性,18-39,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,你会说你一直乐于听取别人的意见吗？,10,1
195,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据您告诉我的情况，您感觉 {} 是这样吗？,13,1
196,男性,40-69,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你能告诉我你是否认为自己是一个受害者，把你的负面情绪归咎于别人吗？,7,1
197,男性,18-39,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,谢谢，感谢您的耐心等待。您是否会说您对某人有强烈的感受或表达过以下任何一种情绪：,5,2
198,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,2
199,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白了，我想知道更多关于发生的事情。这是最近发生的还是不久前发生的事情？,1,1
200,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时人们在尝试协议 6 时可能会受到不利影响。您最近是否尝试过使用协议 6 并发现这种体验令人痛苦？,2,1
201,女性,18-39,焦虑,您认为您应该成为别人的救星吗？,谢谢你。如果您能够拯救他人或帮助他们摆脱困境，您是否觉得自己的生活会更快乐？,6,1
202,男性,40-69,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,在您的内心深处，这是您正在经历的个人危机吗？你是否感到被你的亲人或朋友伤害？,11,1
203,男性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,处理过去的创伤真的很艰难，我很欣赏你的勇气。请问您是否尝试过协议 11，但发现它太难了？,3,2
204,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我觉得我可以向你建议协议 11 来处理过去的事件，但我想确保它适合你。您过去是否尝试过协议 11 并发现它重新点燃了不舒服的情绪？,3,2
205,女性,18-39,悲伤,您觉得您在试图控制某人吗？,你的悲伤会导致你对某人变得操纵吗？是否可能是您试图让某人做或说某事以让自己感觉更好？,8,2
206,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,在您完成此协议时，请尝试将注意力集中在您自己和任务上。最后，按“继续”按钮。,17,2
207,男性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你在生活中经历过任何个人创伤吗？,11,0
208,男性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,你是否已经尝试过重新审视这个事件却发现这样做会带来强烈的负面情绪？,3,1
209,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,您可能已经讨论过并被提出了各种需要考虑的观点。当这些被呈现给您时，您是否真的考虑过其他观点和观点？,10,1
210,男性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,在这个困难时期，您是否觉得您崇拜和关心的人不了解您正在经历的事情？,11,1
211,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道，最近尝试协议 6 是否会引发任何不好的感觉？如果发生这种情况，我希望你不会因为那次练习而受太多苦。,3,2
212,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉，该协议无法帮助您。你想尝试另一个吗？,19,1
213,女性,18-39,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,困难的情况会影响我们的感受和行为。您是否发现自己对他人有以下情绪或表达：,5,1
214,男性,18-39,悲伤,您认为您应该成为别人的救星吗？,你是否感到为他人的命运承担责任？,6,0
215,男性,40-69,愤怒,谢谢。现在我会问一些问题以了解您的情况。,谢谢分享，真的很有帮助。如果你同意的话，我想再问一些关于这个的问题。,4,1
216,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问，您目前是否有任何具体的个人或情感上的困难？,11,1
217,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,现在我们已经掌握了所有相关信息，我想向您推荐一些我认为会产生积极影响的协议。您可以选择最能引起您共鸣的协议。,16,2
218,女性,40-69,愤怒,您觉得您在试图控制某人吗？,您是否觉得自己在尝试改变其他人的行为方式上付出了太多努力？,8,1
219,女性,40-69,悲伤,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道，最近尝试协议 6 是否会引发任何不好的感觉？如果发生这种情况，我希望你不会因为那次练习而受太多苦。,2,2
220,男性,40-69,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果你有一根魔杖，现在有没有人会从你的生活中消除，以便感觉更好？,11,1
221,男性,40-69,焦虑,您觉得您在试图控制某人吗？,你相信你可以操纵别人吗，即使那不是你的本意？,8,1
222,女性,40-69,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,好的我明白了。您是否在生活中感受到其他人的压力，或以任何方式受到伤害？,7,1
223,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有从别人的角度看情况，你觉得有用吗？,10,1
224,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉听到它，通过它做得很好。如果您想尝试其他协议，看看这是否更适合您，还有其他选择。,19,2
225,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,那太棒了！你现在想试试另一个吗？,19,1
226,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,这是一个好的开始。你想继续我建议的另一个协议吗？,19,1
227,男性,18-39,愤怒,谢谢。现在我会问一些问题以了解您的情况。,这是非常有帮助的。我今天还有几个问题要问你。,4,1
228,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,为了保持内容的感觉，您可能对制定协议感兴趣？,12,1
229,男性,18-39,悲伤,您认为您应该成为别人的救星吗？,你是否觉得你的行为是在试图解决问题、帮助某人或使事情对某人有利？,6,1
230,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,现在请花一些时间来完成协议。准备好后，请回来，以便我们继续。,17,2
231,女性,18-39,焦虑,当出现问题时，您是否总是责怪和指责自己？,你是否觉得你总是让自己成为事情出错的原因？,9,0
232,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有从不同的角度看待生活中正在发生的事情？,10,0
233,女性,40-69,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问你最近压力大吗？,11,1
234,女性,18-39,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试过协议 6 并让您感到不知所措？,2,0
235,男性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你是否与生活中的人关系紧张，这给你带来了巨大的痛苦？,11,1
236,女性,40-69,焦虑,当出现问题时，您是否总是责怪和指责自己？,你是否总是承担责任，即使这可能不是你的错？,9,1
