emotion,base,rewriting,semantic,transformation
愤怒,这是由特别事件引起的吗？,哦，我很遗憾听到它，我想更多地了解是什么让你有这种感觉。是因为某个特定的事件吗？,0,HIGH
愤怒,有什么特别的事情让你有这种感觉吗？,你会说是什么特定的事情让你有这种感觉吗？,0,HIGH
愤怒,你能告诉我你的愤怒是否是由特定事件引起的吗？,是否有特定事件导致了这种情况？,0,LOW
愤怒,我理解，我很抱歉你有这种感觉。这是由特定事件引起的吗？,有这种感觉没关系。请问这是否是由特定事件引起的？,0,HIGH
愤怒,在某件事发生后，你有没有这些感觉？,你能告诉我，你对发生的某件事有这种感觉吗？,0,HIGH
愤怒,这是由特别事件引起的吗？,你会说是什么特定的事情让你有这种感觉吗？,0,HIGH
愤怒,是否有特定事件导致了这种情况？,你觉得这可能是单一事件的结果吗？,0,HIGH
愤怒,您是否因为某些特定的事情而感受到这些情绪？,这是由特别事件引起的吗？,0,LOW
愤怒,是特殊情况造成的吗？,我能理解你的心情。这些感觉是由特定的东西引起的吗？,0,HIGH
愤怒,这是由特别事件引起的吗？,你能告诉我你的愤怒是否是由特定事件引起的吗？,0,HIGH
愤怒,你能告诉我你的愤怒是否是由特定事件引起的吗？,这是由特别事件引起的吗？,0,LOW
愤怒,你会说是什么特定的事情让你有这种感觉吗？,是不是发生了什么特别的事情激起了你的愤怒？,0,LOW
愤怒,我很遗憾听到它，这是我们所有人有时都会经历的事情。你能告诉我这些感觉是否来自特定的事件？,这是由特别事件引起的吗？,0,LOW
愤怒,你心烦意乱的原因是特定的事件（或事件）吗？,你能告诉我你的愤怒是否是由特定事件引起的吗？,0,HIGH
愤怒,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,这是由特别事件引起的吗？,0,LOW
愤怒,你能告诉我是不是有什么特殊情况导致了这种情况？,这是由特别事件引起的吗？,0,LOW
愤怒,我很遗憾听到它，这是我们所有人有时都会经历的事情。你能告诉我这些感觉是否来自特定的事件？,我能理解你的心情。这些感觉是由特定的东西引起的吗？,0,HIGH
愤怒,我看得出你很生气。你能想到引发这些感受的具体事件吗？,这是由特别事件引起的吗？,0,LOW
愤怒,是不是发生了什么特别的事情导致了这种情况？,谢谢，我想更好地了解正在发生的事情。请告诉我，这是由特定事件引起的吗？,0,HIGH
愤怒,这是由特别事件引起的吗？,很抱歉你有这种感觉，我想知道更多关于发生的事情。这是由特定事件引起的吗？,0,HIGH
愤怒,这是由特别事件引起的吗？,我明白了，谢谢你对我敞开心扉。是不是发生了什么事情导致了这个？,0,HIGH
愤怒,谢谢你，我明白现在处理这种感觉有多难，希望我能帮助你感觉更好。你能告诉我是否有特定的事件让你有这种感觉吗？,有这种感觉没关系。请问这是否是由特定事件引起的？,0,HIGH
愤怒,我看得出你很生气。你能想到引发这些感受的具体事件吗？,我能理解你的心情。这些感觉是由特定的东西引起的吗？,0,HIGH
愤怒,是否发生了某个或多个事件导致您出现这种情况？,这是由特别事件引起的吗？,0,LOW
愤怒,我很遗憾听到。在您的脑海中是否有让您有这种感觉的特定事件？,这是由特别事件引起的吗？,0,LOW
愤怒,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,这是由特别事件引起的吗？,0,LOW
愤怒,如果你能告诉我更多，我可以更好地帮助你。是否有特定事件让您有这种感觉？,是不是发生了什么特别的事情导致了这种情况？,0,LOW
愤怒,这是由特别事件引起的吗？,我很抱歉。有什么特别让你有这种感觉的吗？,0,HIGH
愤怒,是否发生了某个或多个事件导致您出现这种情况？,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,0,HIGH
愤怒,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,是不是发生了什么特别的事情激起了你的愤怒？,0,LOW
愤怒,谢谢你，我明白现在处理这种感觉有多难，希望我能帮助你感觉更好。你能告诉我是否有特定的事件让你有这种感觉吗？,这是由特别事件引起的吗？,0,LOW
愤怒,谢谢，如果您能详细说明一下您感到如此生气的原因，我将不胜感激。是特定事件造成的吗？,你会说是什么特定的事情让你有这种感觉吗？,0,HIGH
愤怒,有这种感觉没关系。请问这是否是由特定事件引起的？,这是由特别事件引起的吗？,0,LOW
愤怒,我明白了，谢谢你对我敞开心扉。是不是发生了什么事情导致了这个？,我很遗憾听到。在您的脑海中是否有让您有这种感觉的特定事件？,0,HIGH
愤怒,您是否因为某些特定的事情而感受到这些情绪？,有这种感觉没关系。请问这是否是由特定事件引起的？,0,HIGH
愤怒,是不是有什么事情引起了这个？,这是由特别事件引起的吗？,0,LOW
愤怒,这是由特别事件引起的吗？,是特殊情况造成的吗？,0,HIGH
愤怒,你心烦意乱的原因是特定的事件（或事件）吗？,这是由特别事件引起的吗？,0,LOW
愤怒,这是由特别事件引起的吗？,有这种感觉没关系。请问这是否是由特定事件引起的？,0,HIGH
愤怒,这是由特别事件引起的吗？,谢谢，如果您能详细说明一下您感到如此生气的原因，我将不胜感激。是特定事件造成的吗？,0,HIGH
愤怒,你觉得这可能是单一事件的结果吗？,是不是有什么事情引起了这个？,0,LOW
愤怒,谢谢，我想更好地了解正在发生的事情。请告诉我，这是由特定事件引起的吗？,在某件事发生后，你有没有这些感觉？,0,LOW
愤怒,我很遗憾听到它，这是我们所有人有时都会经历的事情。你能告诉我这些感觉是否来自特定的事件？,谢谢，我想更好地了解正在发生的事情。请告诉我，这是由特定事件引起的吗？,0,HIGH
愤怒,这是由特别事件引起的吗？,没关系，我是来帮忙的。有什么特别让你有这种感觉的吗？,0,HIGH
愤怒,我理解，我很抱歉你有这种感觉。这是由特定事件引起的吗？,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,0,HIGH
愤怒,谢谢，如果您能详细说明一下您感到如此生气的原因，我将不胜感激。是特定事件造成的吗？,这是由特别事件引起的吗？,0,LOW
愤怒,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,我很抱歉。有什么特别让你有这种感觉的吗？,0,LOW
愤怒,有没有人或事让你生气？,这是由特别事件引起的吗？,0,LOW
愤怒,这是由特别事件引起的吗？,如果你能告诉我更多，我可以更好地帮助你。是否有特定事件让您有这种感觉？,0,HIGH
愤怒,你会说是什么特定的事情让你有这种感觉吗？,我理解，我很抱歉你有这种感觉。这是由特定事件引起的吗？,0,LOW
愤怒,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,很抱歉你有这种感觉，我想知道更多关于发生的事情。这是由特定事件引起的吗？,0,LOW
愤怒,你觉得这可能是单一事件的结果吗？,感谢您与我分享您的感受，尽管现在对您来说可能很困难。你认为你的感觉可能是由某些特定的事情引起的吗？,0,LOW
愤怒,我很遗憾听到。在您的脑海中是否有让您有这种感觉的特定事件？,是否有特定事件导致了这种情况？,0,LOW
愤怒,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,这是因为某些特定的事情而发生的吗？,0,LOW
愤怒,有没有人或事让你生气？,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,0,HIGH
愤怒,我能理解。您会说这是由特定原因引起的吗？,这是由特别事件引起的吗？,0,LOW
愤怒,你心烦意乱的原因是特定的事件（或事件）吗？,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,0,HIGH
愤怒,明白了，谢谢分享有没有发生什么让你有这种感觉的具体事情？,如果你能告诉我更多，我可以更好地帮助你。是否有特定事件让您有这种感觉？,0,HIGH
愤怒,这是由特别事件引起的吗？,我理解，我很抱歉你有这种感觉。这是由特定事件引起的吗？,0,HIGH
愤怒,哦，那不好。是不是有什么东西触发了这种感觉？,你能告诉我，你对发生的某件事有这种感觉吗？,0,HIGH
愤怒,这是由特别事件引起的吗？,你能告诉我，你对发生的某件事有这种感觉吗？,0,HIGH
愤怒,在某件事发生后，你有没有这些感觉？,这是由特别事件引起的吗？,0,LOW
愤怒,你能告诉我你的愤怒是否是由特定事件引起的吗？,很抱歉你有这种感觉，我想知道更多关于发生的事情。这是由特定事件引起的吗？,0,LOW
愤怒,我看得出你很生气。你能想到引发这些感受的具体事件吗？,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,0,HIGH
愤怒,谢谢，我想更好地了解正在发生的事情。请告诉我，这是由特定事件引起的吗？,我听你的。我可以问你是否有一个事件让你有这种感觉？,0,LOW
愤怒,这是由特别事件引起的吗？,你觉得这可能是单一事件的结果吗？,0,HIGH
愤怒,你觉得这可能是单一事件的结果吗？,有什么特别的事情让你有这种感觉吗？,0,LOW
愤怒,我很抱歉。有什么特别让你有这种感觉的吗？,你能告诉我你的愤怒是否是由特定事件引起的吗？,0,HIGH
愤怒,谢谢，如果您能详细说明一下您感到如此生气的原因，我将不胜感激。是特定事件造成的吗？,有这种感觉没关系。请问这是否是由特定事件引起的？,0,HIGH
愤怒,这是由特别事件引起的吗？,有没有一件特别的事情让你有这种感觉？,0,HIGH
愤怒,这是由特别事件引起的吗？,是不是有什么事情引起了这个？,0,HIGH
愤怒,这是由特别事件引起的吗？,这是由特定情况引起的吗？,0,HIGH
愤怒,有没有一件特别的事情让你有这种感觉？,这是由特别事件引起的吗？,0,LOW
愤怒,这是由特别事件引起的吗？,有什么特别的事情让你有这种感觉吗？,0,HIGH
愤怒,这是因为某些特定的事情而发生的吗？,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,0,HIGH
愤怒,是不是有什么事情引起了这个？,我能理解你的心情。这些感觉是由特定的东西引起的吗？,0,HIGH
