,gender,age,emotion,base,rewriting,transformation
170,女性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试遵循协议 11，如果是这样，您是否感到不安？,HIGH
171,女性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,感谢您如此开放，我正在努力确定帮助的最佳方式，并知道重新审视创伤有多么困难。我很好奇协议 11 是否对你来说太痛苦了？,HIGH
172,女性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试执行协议 11，如果是这样，是否会引发不舒服的感觉？,HIGH
173,女性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否尝试过协议 11 并因此重温了创伤性事件？,HIGH
174,男性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试过协议 11 并且可能发现这并没有像您希望的那样有帮助？,HIGH
175,男性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我认为协议 11 可能会有所帮助，但在我提出建议之前，我想进一步调查一下。如果你最近尝试过协议 11，你能告诉我它是否因为最近的事件而导致无法控制的情绪吗？,HIGH
176,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否尝试过考虑此事件，但发现它太痛苦了？,HIGH
177,男性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,你是否尝试过协议 11，如果是，你是否对最近的过去有消极的想法，导致你的思绪在那个方向徘徊？,HIGH
178,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,基于最近的情况，在这件事发生后使用协议 11 是否让你的情绪更加无法控制？,HIGH
179,女性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,在我们继续之前，我想评估哪种协议最适合您的情况。您是否已经通过协议 11 并发现它对您产生了负面影响？,HIGH
180,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,如果您最近尝试了协议 11 并发现由于最近的事件而重新点燃了无法控制的情绪，您能否告诉我？,HIGH
181,男性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,好的，谢谢你。你最近是否尝试过协议 11，它是否会导致重温痛苦的情绪？,HIGH
182,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试过协议 11，如果是，是否让您感觉更糟？,HIGH
183,男性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,这是不幸的。你有没有尝试过协议 11，它是否引发了你对这次事件的同样困难的情绪？,HIGH
184,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否注意到由于最近发生的事件，尝试协议 11（如果您尝试过）是否有无法忍受的情绪？,HIGH
185,男性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,这是你执行协议 11 的结果吗？,HIGH
186,女性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我很抱歉你正在经历这个。您最近是否尝试过协议 11 并发现由于最近的事件而重新点燃了无法控制的情绪？,HIGH
187,男性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 11 中的练习对某些人来说可能很困难，所以我想知道它们是否适合您。您是否尝试过协议 11 中的练习并发现它们很困难或有创伤？,HIGH
188,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,感谢您与我分享这个，我知道这可能很困难。我想问你最近是否尝试过协议 11，如果是，你是否因此感到更加痛苦。,HIGH
189,女性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,请问您是否已经通过协议11并发现它带回了困难的情绪？,HIGH
190,男性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,你有没有尝试通过尝试协议 11 来回想那件事，如果是这样，它是否会带来困难的情绪？,HIGH
191,男性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否尝试推进协议 11，并且您重新审视的创伤是否变得难以处理？,HIGH
192,女性,40-69,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢你，也许协议 11 可以帮助你处理这个事件，但是在我推荐它之前，我想确保你过去没有遇到过糟糕的经历。你是否已经尝试过协议 11，如果是，它是否激起了困难或创伤性的情绪？,HIGH
193,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢您如此乐于助人和耐心。如果您不介意，我还有几个问题可以帮助我进一步了解情况。,HIGH
194,女性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢你与我分享。我要问你一些问题，这样我们才能找出困扰你的根源。,HIGH
195,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢您的耐心等待。我现在将问您几个问题，以帮助您了解您的情况。,HIGH
196,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢你告诉我。我现在会问你一些问题，以便更多地了解你的情况。,HIGH
197,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢，我很感激。我将尝试通过问你更多问题来深入了解这个问题。,HIGH
198,女性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,我感谢你的努力，尽管这对你来说一定很艰难。我现在有一些问题可以帮助您了解您的情况。,HIGH
199,男性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢您分享您的感受。我有几个问题可以帮助我了解您的情况。,HIGH
200,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,我与您的情绪保持一致，我们将了解如何克服它。我想再问你一些问题，以更好地理解你为什么会有这种感觉。,HIGH
201,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢分享。如果你没问题，我还有一些问题。,HIGH
202,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢您与我分享这一切，我想这一定很困难。我想通过更多的问题更好地了解您正在经历的事情。,HIGH
203,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,非常感谢你与我分享这一点，我能体会到这种感觉。我只需要问几个问题就可以更好地了解您现在正在处理的问题。,HIGH
204,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,到目前为止，感谢您的回答。如果可以的话，我会再问一些问题，以便更好地理解。,HIGH
205,女性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,我知道你情绪低落，我很抱歉听到它。我们通过几个问题来研究一些可能会帮助您感觉更好的方法如何。,HIGH
206,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢，希望我们能更好地了解您最近的困难。如果可以的话，我今天还有几个问题要问你。,HIGH
207,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢你让我知道，我很感激。我现在想做的是问几个关于正在发生的事情的问题，这样我就可以更好地了解正在发生的事情。,HIGH
208,男性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢分享。请让我问你几个问题，以便更好地了解我可以如何提供帮助。,HIGH
209,女性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢您到目前为止的答复。接下来的问题将有助于更好地了解您正在经历的事情。,HIGH
210,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢分享。如果你能接受的话，我还有几个问题。,HIGH
211,女性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢你与我分享。现在我想问你一些问题，以便我能更好地了解你的情况。,HIGH
212,男性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,我很感激你的分享。让我们再谈谈这个。,HIGH
213,男性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,我很感激你与我分享这个。如果您觉得合适，我希望您现在提供更多信息给我。,HIGH
214,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,很抱歉听到你的麻烦。我现在要问一些问题，以了解您的情况。,HIGH
215,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢你向我解释这个。我想问一些后续问题。,HIGH
216,男性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,为了详细了解您有这种感觉的原因，如果可以的话，我现在想请教您一些问题。,HIGH
217,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,我很欣赏你的开放。我还有几件事想了解。,HIGH
218,女性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,非常感谢。现在，如果可以的话，我将尝试更好地了解您的情况。,HIGH
219,男性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,我明白你正在经历什么。我现在想问一些问题，以进一步了解您的困境。,HIGH
220,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢分享，我是来听的。请让我再问你几个问题。,HIGH
221,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢您如此开放，我知道这有多难。我还有几个问题要尝试更好地了解您所处的位置以及如何提供帮助。,HIGH
222,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,我理解你很伤心，在这种复杂的情况下这是完全有道理的。我现在有几个问题要问您，以帮助我了解正在发生的事情。,HIGH
223,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢你。我现在会问你几个问题，以便更好地了解你的情况。,HIGH
224,男性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢你今天和我分享这个。我还有一些问题要问，以帮助更好地了解您的情况。,HIGH
