,emotion,base,rewriting,perplexity
144,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,生活中有些时刻我们可能会体验到我们并不引以为豪的情绪，但没关系，只要我们准备好向它们学习。您是否会说您最近有以下情绪：,16.297672
145,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,请试着坦率地看待你现在的情绪状态。您是否认为您最近可能强烈感受到以下任何一种情绪：,27.001081
146,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,17.85902
147,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,你告诉我你感到悲伤，现在我想更广泛地询问你的情绪状态。下面的情绪怎么样，你有没有强烈地感受过这些情绪，或者向别人表达过这些情绪：,13.916003
148,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,我会给你一个情绪清单。我希望你考虑一下，然后告诉我你是否对其中的任何一个有强烈的感受或对某个人表达过其中的任何一个：,15.741904
149,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,我理解你感到伤心。除了这种感觉，您最近是否也对某人有以下任何一种情绪：,30.36604
150,悲伤,您认为您应该成为别人的救星吗？,我想更好地理解为什么你现在正在经历这种消极的感觉。你觉得你需要拯救别人吗？,13.466853
151,悲伤,您认为您应该成为别人的救星吗？,忠诚和乐于助人总是美好的美德，但是，如果我们开始忘记自己的幸福，它们就会变得不健康。您认为专注于帮助他人比成长和专注于自己更重要吗？,14.727992
152,悲伤,您认为您应该成为别人的救星吗？,感谢您迄今为止的合作。请问您是否觉得有必要将生活中的其他人从他们自己的问题中解救出来？,14.312835
153,悲伤,您认为您应该成为别人的救星吗？,我想了解一下您如何看待自己在社交圈中的角色。你是否经常觉得救人是你的工作，或者别人希望你这样？,18.473263
154,悲伤,您认为您应该成为别人的救星吗？,在回答以下问题之前，请尝试仔细考虑您最近的过去。最近，您是否觉得自己有责任拯救周围的人，以牺牲自己为代价来帮助他们克服问题？,13.580344
155,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人，即使他们的行为让您有这种感觉？如果是这样，请告诉我。,14.8776
156,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人，即使他们的行为让您有这种感觉？如果是这样，请告诉我，以便我们进一步了解您的状况。,11.791597
157,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人，即使他们的行为让您有这种感觉？如果是这样，请告诉我以便我们进一步了解情况。,12.916865
158,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人，即使他们的行为让您有这种感觉？如果是这样，请告诉我，谢谢。,12.959833
159,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人，即使他们的行为让您有这种感觉？我想知道是不是这个特殊原因导致了您现在的感受。,15.128296
160,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人，如果是这样，请告诉我以便我可以提供帮助，让你感觉更好。谢谢你的耐心和努力。,15.601866
161,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人？,35.213432
162,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人？如果是这样，我想问你一些问题，以便我们更清楚地了解发生了什么。,12.459894
163,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救他人？如果是这样，请告诉我以便我们更清楚地了解发生了什么，也许这就是您想要解决的事情。,10.783489
164,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救其他人，即使他们不是您的工作？也许是因为这件事，让您有这种感受。,16.541304
165,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救其他人，即使他们不是您的工作？如果是这样，我想知道你有没有意识到这责任感导致了您的负面情绪或者是不好的感觉？,14.588102
166,悲伤,您认为您应该成为别人的救星吗？,我想问，您是否认同您可能正在尝试拯救其他人，即使他们的行为让您有这种感觉？,17.411285
167,悲伤,您认为您应该成为别人的救星吗？,请问您是否认同您可能正在尝试拯救其他人，即使他们的行为让您有这种感觉？,17.763628
168,悲伤,您认为您应该成为别人的救星吗？,如果您不介意的话，我想问您是否认同您可能正在尝试拯救其他人，即使他们的行为让您有这种感觉？,16.188602
169,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救其他人，即使他们的行为让您有这种感觉？,19.095257
170,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救其他人，即使他们的行为让您有这种感觉？如果是这样，我希望你不介意告诉我。,14.079664
171,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救其他人，即使他们的行为让您有这种感觉？如果是这样，请告诉我，所以我可以提供您一些建议。,14.219289
172,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救其他人，即使他们的行为让您有这种感觉？我想知道是不是有什么特定的原因，如果是这样，请告诉我。,11.210388
173,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救另一个人，即使这样做导致了你的负面情绪？,19.80586
174,悲伤,您认为您应该成为别人的救星吗？,您是否认同您可能正在尝试拯救另一个人，即使承担这个责任导致您对他人感到如此负面情绪？,25.74432
175,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否认为，也许，你没有对自己的感受承担全部责任，这导致你对他人进行猛烈抨击？,19.27813
176,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,明白了，谢谢，那我再深入研究一下。在这种令人遗憾的情况下，您是否觉得自己是受害者？,16.644552
177,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,谢谢你，让我们再回想一下你的这种感觉。你会说你是一个受害者，你会因为你的感受而责怪别人吗？,12.8054695
178,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我想知道你是否感到被周围的人理解或对抗；这对我能够帮助你很重要。你认为你周围的人理解你还是他们实际上是问题的一部分？,17.530027
179,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,非常感谢您的回答。我现在想问你，你是否认为自己是这种情况的受害者，而你的痛苦感觉应该归咎于其他人。,12.040351
180,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,感谢您分享这个。你能告诉我你是否认为自己是受害者，把你的负面情绪归咎于别人吗？,15.949451
181,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我明白。在这种情况下，其他人是否是问题所在，也许是您亲近的人对待您的方式？,20.34716
182,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,没关系，谢谢你让我知道。有没有人因为你的悲伤而特别责备谁？,23.687487
183,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我同情你现在所经历的悲伤。我想知道，在你的生活中，有没有人让你觉得应该为你的悲伤负责？,9.966611
