,Unnamed: 0,gender,age,emotion,base,rewriting
1988,1988,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,在您完成此协议时，请尝试将注意力集中在您自己和任务上。最后，按“继续”按钮。
1989,1989,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,当您选择了要尝试的协议后，请开始该协议。完成后，您可以按“继续”继续。
1990,1990,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,感谢您的选择！如果您现在可以尝试通过此协议，我将不胜感激。完成后，您可以返回并按“继续”按钮。
1996,1996,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,我知道执行协议可能很困难且要求很高。你现在感觉如何，你会说你感觉更好还是更糟？
1998,1998,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？
1999,1999,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？
2005,2005,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢，我知道这可能要求很高。该协议是否让您感觉比以前更好或更糟？
2009,2009,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢你。如果您能指出这项活动是否让您感觉比开始前更好或更糟，那将非常有帮助。
2011,2011,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢你这样做。它是否有所作为，如果是这样，您现在感觉好些了，还是更糟了？
2013,2013,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,如果我可以问一下，您现在完成了协议，感觉如何？我希望你感觉好些，但如果你感觉更糟也没关系，告诉我，我会尽力提供帮助。
2016,2016,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢。接受此协议后，您感觉如何？我希望你现在感觉好多了，但如果你觉得自己感觉更糟，那也没关系。
2020,2020,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,现在，这样做后立即感觉好转或恶化是完全正常的。你说完成协议后的感受如何？
2022,2022,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,感谢您花时间完成协议。它让你感觉如何——更好或更糟？
2023,2023,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,我想问您对协议的看法，以及它是否对您有帮助。你感觉好些了，还是真的让你感觉更糟了？
2030,2030,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,感谢您尝试该协议。如果您考虑一下服用前的感觉和现在的感觉，您会说您感觉更好还是更糟？
2031,2031,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,感谢您的确认，我希望您不介意与我分享您在接受此协议后的感受。你觉得你感觉比以前更好还是更糟？
2034,2034,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,你说你服用后感觉好些了还是更糟了？我真的希望我希望协议对您有所帮助，但如果情况并非如此，请随时告诉我。
2036,2036,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,做完这个协议后，你感觉如何？我希望它有所帮助。
2038,2038,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢，我想知道你现在感觉如何。您认为该协议有任何积极或消极影响吗？
2039,2039,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢，希望对你有帮助。你能告诉我你在接受这个协议后感觉好些还是坏了？
2042,2042,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？
2048,2048,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我真的很高兴这个协议让你感觉好多了。你认为如果你尝试另一种协议会有帮助吗？如果是这样，您现在想尝试另一个吗？
2050,2050,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我很高兴你感觉好多了，我觉得这很棒！您想尝试其他协议吗？
2051,2051,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,非常好。正如您暗示的那样，您感觉心情更好，您想继续执行另一个协议吗？
2052,2052,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我很高兴它有所帮助。你认为你可能喜欢做另一个协议吗？
2053,2053,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,太好了，我很高兴它有所帮助。您想尝试其他协议吗？
2055,2055,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,太好了，这是朝着正确方向迈出的一步。我认为尝试另一种协议是个好主意，你怎么看？
2062,2062,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,太好了，很高兴听到这个消息！您想尝试其他协议吗？
2069,2069,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我真的很高兴你感觉好多了。也许您准备好尝试另一种协议？
2072,2072,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我很高兴您发现这有帮助，并且您这样做后感觉好一些。你认为你也会从另一个协议中受益吗？
2074,2074,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我很高兴协议对您有所帮助。您想尝试其他协议吗？
2078,2078,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,非常好。如您所知，列表中还有更多协议，您是否认为您可能想尝试其他协议，看看情况如何？
2080,2080,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我很高兴你发现它很有用。您想尝试其他协议吗？
2082,2082,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,很好，我很高兴它正在工作。我们要不要试试另一个？
2087,2087,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我很高兴你在完成最后一个协议后感觉好多了。你想尝试另一个吗？
2089,2089,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,哦，我真的很高兴听到它！您现在想尝试另一种协议吗？
2090,2090,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,很高兴听您这么说。您还想尝试其他协议吗？
2095,2095,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,好吧，那很不幸，我道歉。有许多不同的协议可供选择，那么您想尝试另一种协议吗？
2096,2096,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很抱歉听到这个消息。您想尝试其他协议吗？
2098,2098,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉，这并没有让您感觉好些，有时可能需要尝试不同的协议才能感觉好些。你想尝试另一种希望对你更有帮助的吗？
2099,2099,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很抱歉听到这个。如果您想尝试另一个协议，我们可以尝试其他协议？
2100,2100,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很抱歉你感觉更糟。也许我们应该坐下来尝试另一种可能对您更有益的协议？
2101,2101,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,这不好，但我们仍然可以修复它。正如您所暗示的那样，您在使用该方案后感觉并没有好转，您想尝试不同的方案，看看效果如何吗？
2104,2104,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很抱歉听到这个消息。你愿意尝试另一种协议吗？
2105,2105,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,如果您感觉更糟，请不要担心，这可能会发生，但我们仍然可以解决它。我们要不要尝试不同的协议，然后看看你感觉如何？
2108,2108,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉听到它，通过它做得很好。如果您想尝试其他协议，看看这是否更适合您，还有其他选择。
2110,2110,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉它现在不合适，我们可能需要尝试一些想法才能找到我们的方法。你现在准备好尝试另一个了吗？
2111,2111,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很遗憾听到你感觉更糟。也许你想尝试另一种协议？
2112,2112,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很抱歉听到这个。您想尝试不同的协议，看看它是否更有效？
2113,2113,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,这并不理想，但请不要放弃，有些协议有时会激起一些负面情绪，这是正常的。您想此时尝试另一种协议吗？
2116,2116,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,有这种感觉是完全正常的，你不是一个人。您想尝试不同的协议，看看它是否能让您感觉好些吗？
2120,2120,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,这是完全正常的，尽管我当然希望这对您来说是一种更积极的体验。我们再试一次怎么样？
2122,2122,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉这个练习让你感觉更糟，有时不同的方法对不同的人更有效。您是否愿意尝试其他协议？
2125,2125,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,没关系，并不是每个人在第一个之后都感觉更好。我们试试另一个，看看我们如何处理那个？
2126,2126,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很遗憾听到你有这种感觉。您想尝试其他协议吗？
2127,2127,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,也许我们需要更深入地了解您的情况。如果您愿意，我们可以通过其他一些协议来工作。
2129,2129,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉听到你感觉更糟。您想继续并执行另一个协议吗？
2131,2131,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉让你感觉更糟。您是否准备好尝试不同的协议，哪个可能更适合您？
2133,2133,女性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,哦，那不好。你认为我们可以再试一次吗，也许使用完全不同的协议？
2136,2136,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很遗憾听到这次会议没有帮助。您想尝试另一种协议吗？
2138,2138,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我明白了，我很遗憾听到这个消息。你觉得不同的协议可能有帮助吗？
2139,2139,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,听到这个我真的很抱歉。如果您愿意，我可以建议另一种可能有帮助的协议。
2141,2141,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很遗憾，一个不适合你，但我们会找到一个有效的协议。还有其他可能更适合您的协议，您想尝试一个吗？
2142,2142,男性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,哦，我很遗憾听到它，有时通过协议会带回不舒服的回忆，我知道这可能很艰难。您想用不同的协议再试一次吗？
